RNDF_name	rndf_280S-20070227.txt
num_segments	1
num_zones	0
format_version	1.0
creation_date	2/27/2007
segment	1
num_lanes	13
lane	1.1
num_waypoints	267
lane_width	12.0000
left_boundary	solid_white
right_boundary	broken_white
1.3.167	37.4020335	-122.1849050
1.3.168	37.4018978	-122.1847677
1.3.169	37.4017603	-122.1846287
1.3.170	37.4016236	-122.1844895
1.3.171	37.4014860	-122.1843498
1.3.172	37.4013470	-122.1842080
1.3.173	37.4012078	-122.1840672
1.3.174	37.4010685	-122.1839255
1.3.175	37.4009272	-122.1837822
1.3.176	37.4007855	-122.1836380
1.3.177	37.4006453	-122.1834956
1.3.178	37.4005027	-122.1833505
1.3.179	37.4003597	-122.1832051
1.3.180	37.4002183	-122.1830617
1.3.181	37.4000746	-122.1829160
1.3.182	37.3999308	-122.1827698
1.3.183	37.3997890	-122.1826256
1.3.184	37.3996450	-122.1824796
1.3.185	37.3995012	-122.1823331
1.3.186	37.3993576	-122.1821864
1.3.187	37.3992157	-122.1820423
1.3.188	37.3990716	-122.1818962
1.3.189	37.3989276	-122.1817497
1.3.190	37.3987852	-122.1816055
1.3.191	37.3986404	-122.1814591
1.3.192	37.3984956	-122.1813119
1.3.193	37.3983524	-122.1811669
1.3.194	37.3982071	-122.1810192
1.3.195	37.3980610	-122.1808718
1.3.196	37.3979164	-122.1807246
1.3.197	37.3977714	-122.1805772
1.3.198	37.3976251	-122.1804284
1.3.199	37.3974798	-122.1802808
1.3.200	37.3973353	-122.1801345
1.3.201	37.3971912	-122.1799877
1.3.202	37.3970494	-122.1798433
1.3.203	37.3969086	-122.1796998
1.3.204	37.3967675	-122.1795563
1.3.205	37.3966279	-122.1794146
1.3.206	37.3964868	-122.1792712
1.3.207	37.3963482	-122.1791300
1.3.208	37.3962103	-122.1789903
1.3.209	37.3960698	-122.1788474
1.3.210	37.3959310	-122.1787064
1.3.211	37.3957929	-122.1785661
1.3.212	37.3956510	-122.1784220
1.3.213	37.3955116	-122.1782795
1.3.214	37.3953742	-122.1781393
1.3.215	37.3952353	-122.1779982
1.3.216	37.3950887	-122.1778492
1.3.217	37.3949551	-122.1777117
1.3.218	37.3948229	-122.1775755
1.3.219	37.3946915	-122.1774396
1.3.220	37.3945627	-122.1773059
1.3.221	37.3944364	-122.1771719
1.3.222	37.3943114	-122.1770363
1.3.223	37.3941906	-122.1768977
1.3.224	37.3940727	-122.1767551
1.3.225	37.3939577	-122.1766068
1.3.226	37.3938463	-122.1764547
1.3.227	37.3937363	-122.1762976
1.3.228	37.3936261	-122.1761346
1.3.229	37.3935179	-122.1759675
1.3.230	37.3934118	-122.1757942
1.3.231	37.3933076	-122.1756138
1.3.232	37.3932076	-122.1754302
1.3.233	37.3931095	-122.1752399
1.3.234	37.3930173	-122.1750505
1.3.235	37.3929283	-122.1748569
1.3.236	37.3928420	-122.1746580
1.3.237	37.3927619	-122.1744606
1.3.238	37.3926849	-122.1742593
1.3.239	37.3926116	-122.1740519
1.3.240	37.3925433	-122.1738447
1.3.241	37.3924797	-122.1736371
1.3.242	37.3924190	-122.1734225
1.3.243	37.3923640	-122.1732113
1.3.244	37.3923129	-122.1729962
1.3.245	37.3922649	-122.1727761
1.3.246	37.3922232	-122.1725593
1.3.247	37.3921846	-122.1723401
1.3.248	37.3921506	-122.1721166
1.3.249	37.3921221	-122.1718978
1.3.250	37.3920980	-122.1716773
1.3.251	37.3920782	-122.1714534
1.3.252	37.3920624	-122.1712350
1.3.253	37.3920476	-122.1710125
1.3.254	37.3920339	-122.1707943
1.3.255	37.3920205	-122.1705790
1.3.256	37.3920064	-122.1703606
1.3.257	37.3919940	-122.1701489
1.3.258	37.3919817	-122.1699419
1.3.259	37.3919672	-122.1697048
1.3.260	37.3919568	-122.1694993
1.3.261	37.3919412	-122.1692552
1.3.262	37.3919232	-122.1690424
1.3.263	37.3918972	-122.1687897
1.3.264	37.3918721	-122.1685975
1.3.265	37.3918435	-122.1684062
1.3.266	37.3918122	-122.1682354
1.3.267	37.3917713	-122.1680339
end_lane
lane	1.4
num_waypoints	10
lane_width	12.0000
1.4.1	37.3882905	-122.1636532
1.4.2	37.3883377	-122.1636390
1.4.3	37.3883883	-122.1636252
1.4.4	37.3884414	-122.1636124
1.4.5	37.3884966	-122.1635997
1.4.6	37.3885536	-122.1635865
1.4.7	37.3886144	-122.1635725
1.4.8	37.3886789	-122.1635574
1.4.9	37.3887457	-122.1635426
1.4.10	37.3888178	-122.1635260
end_lane
lane	1.5
num_waypoints	15
lane_width	13.3202
left_boundary	solid_white
right_boundary	solid_white
exit	1.5.15	1.12.1
exit	1.5.15	1.6.1
1.5.1	37.4186910	-122.2225200
1.5.2	37.4187593	-122.2225781
1.5.3	37.4188348	-122.2226172
1.5.4	37.4189150	-122.2226374
1.5.5	37.4189981	-122.2226378
1.5.6	37.4190791	-122.2226178
1.5.7	37.4191561	-122.2225789
1.5.8	37.4192270	-122.2225216
1.5.9	37.4192871	-122.2224482
1.5.10	37.4193338	-122.2223607
1.5.11	37.4193662	-122.2222611
1.5.12	37.4193794	-122.2221565
1.5.13	37.4193742	-122.2220490
1.5.14	37.4193535	-122.2219532
1.5.15	37.4193235	-122.2218505
end_lane
lane	1.6
num_waypoints	13
lane_width	10.2362
left_boundary	solid_white
right_boundary	broken_white
exit	1.6.13	1.13.1
1.6.1	37.4193002	-122.2216821
1.6.2	37.4192281	-122.2214826
1.6.3	37.4191820	-122.2213469
1.6.4	37.4191328	-122.2212094
1.6.5	37.4190835	-122.2210594
1.6.6	37.4190401	-122.2209049
1.6.7	37.4189965	-122.2207474
1.6.8	37.4189542	-122.2205904
1.6.9	37.4189141	-122.2204298
1.6.10	37.4188770	-122.2202653
1.6.11	37.4188421	-122.2201038
1.6.12	37.4188094	-122.2199430
1.6.13	37.4187790	-122.2197815
end_lane
lane	1.7
num_waypoints	258
lane_width	12.0000
left_boundary	broken_white
right_boundary	solid_white
exit	1.7.258	1.8.1
1.7.1	37.4180173	-122.2146840
1.7.2	37.4179575	-122.2144950
1.7.3	37.4179019	-122.2143244
1.7.4	37.4178197	-122.2141106
1.7.5	37.4177356	-122.2138933
1.7.6	37.4176328	-122.2136418
1.7.7	37.4175320	-122.2134302
1.7.8	37.4174447	-122.2132563
1.7.9	37.4173586	-122.2130863
1.7.10	37.4172683	-122.2129229
1.7.11	37.4171778	-122.2127642
1.7.12	37.4170845	-122.2126064
1.7.13	37.4169862	-122.2124475
1.7.14	37.4168838	-122.2122927
1.7.15	37.4167800	-122.2121452
1.7.16	37.4166733	-122.2120002
1.7.17	37.4165596	-122.2118502
1.7.18	37.4164048	-122.2116600
1.7.19	37.4162874	-122.2115212
1.7.20	37.4161684	-122.2113869
1.7.21	37.4160443	-122.2112533
1.7.22	37.4159205	-122.2111240
1.7.23	37.4157963	-122.2109970
1.7.24	37.4156685	-122.2108653
1.7.25	37.4155443	-122.2107379
1.7.26	37.4154195	-122.2106101
1.7.27	37.4152555	-122.2104446
1.7.28	37.4151280	-122.2103139
1.7.29	37.4150016	-122.2101848
1.7.30	37.4148710	-122.2100515
1.7.31	37.4147449	-122.2099209
1.7.32	37.4146197	-122.2097877
1.7.33	37.4144913	-122.2096465
1.7.34	37.4143673	-122.2095047
1.7.35	37.4142454	-122.2093559
1.7.36	37.4141211	-122.2091965
1.7.37	37.4140414	-122.2090881
1.7.38	37.4139704	-122.2089918
1.7.39	37.4138551	-122.2088248
1.7.40	37.4137420	-122.2086532
1.7.41	37.4136287	-122.2084719
1.7.42	37.4135216	-122.2082921
1.7.43	37.4134181	-122.2081077
1.7.44	37.4133152	-122.2079137
1.7.45	37.4132190	-122.2077225
1.7.46	37.4131254	-122.2075265
1.7.47	37.4130345	-122.2073243
1.7.48	37.4129498	-122.2071235
1.7.49	37.4128690	-122.2069176
1.7.50	37.4127916	-122.2067055
1.7.51	37.4127199	-122.2064956
1.7.52	37.4126494	-122.2062792
1.7.53	37.4125815	-122.2060649
1.7.54	37.4125133	-122.2058504
1.7.55	37.4124449	-122.2056338
1.7.56	37.4123762	-122.2054189
1.7.57	37.4123083	-122.2052040
1.7.58	37.4122393	-122.2049878
1.7.59	37.4121712	-122.2047731
1.7.60	37.4121028	-122.2045586
1.7.61	37.4120332	-122.2043430
1.7.62	37.4119645	-122.2041289
1.7.63	37.4118960	-122.2039147
1.7.64	37.4118270	-122.2036992
1.7.65	37.4117585	-122.2034854
1.7.66	37.4116902	-122.2032715
1.7.67	37.4116214	-122.2030561
1.7.68	37.4115533	-122.2028423
1.7.69	37.4114845	-122.2026251
1.7.70	37.4114164	-122.2024129
1.7.71	37.4113481	-122.2021987
1.7.72	37.4112787	-122.2019812
1.7.73	37.4112109	-122.2017683
1.7.74	37.4111422	-122.2015538
1.7.75	37.4110725	-122.2013359
1.7.76	37.4110043	-122.2011224
1.7.77	37.4109352	-122.2009065
1.7.78	37.4108440	-122.2006306
1.7.79	37.4107743	-122.2004091
1.7.80	37.4106823	-122.2001216
1.7.81	37.4106108	-122.1998992
1.7.82	37.4105404	-122.1996799
1.7.83	37.4104711	-122.1994622
1.7.84	37.4104000	-122.1992397
1.7.85	37.4103529	-122.1990889
1.7.86	37.4103046	-122.1989382
1.7.87	37.4102343	-122.1987176
1.7.88	37.4101651	-122.1984989
1.7.89	37.4100960	-122.1982805
1.7.90	37.4100267	-122.1980608
1.7.91	37.4099592	-122.1978421
1.7.92	37.4098902	-122.1976243
1.7.93	37.4098194	-122.1974056
1.7.94	37.4097497	-122.1971886
1.7.95	37.4096805	-122.1969717
1.7.96	37.4096113	-122.1967536
1.7.97	37.4095426	-122.1965377
1.7.98	37.4094731	-122.1963191
1.7.99	37.4094051	-122.1961060
1.7.100	37.4093368	-122.1958919
1.7.101	37.4092669	-122.1956755
1.7.102	37.4091984	-122.1954644
1.7.103	37.4091300	-122.1952521
1.7.104	37.4090604	-122.1950368
1.7.105	37.4089918	-122.1948272
1.7.106	37.4089215	-122.1946166
1.7.107	37.4088544	-122.1944012
1.7.108	37.4087871	-122.1941918
1.7.109	37.4087202	-122.1939806
1.7.110	37.4086522	-122.1937667
1.7.111	37.4085864	-122.1935574
1.7.112	37.4085301	-122.1933747
1.7.113	37.4084787	-122.1932162
1.7.114	37.4084268	-122.1930596
1.7.115	37.4083798	-122.1929110
1.7.116	37.4083157	-122.1927131
1.7.117	37.4082604	-122.1925520
1.7.118	37.4082075	-122.1924038
1.7.119	37.4081592	-122.1922668
1.7.120	37.4080783	-122.1920549
1.7.121	37.4079953	-122.1918478
1.7.122	37.4079062	-122.1916419
1.7.123	37.4078147	-122.1914392
1.7.124	37.4077171	-122.1912379
1.7.125	37.4076151	-122.1910361
1.7.126	37.4075200	-122.1908537
1.7.127	37.4074219	-122.1906786
1.7.128	37.4073204	-122.1904955
1.7.129	37.4072251	-122.1903360
1.7.130	37.4071010	-122.1901438
1.7.131	37.4069938	-122.1899803
1.7.132	37.4068787	-122.1898211
1.7.133	37.4067649	-122.1896671
1.7.134	37.4066284	-122.1894812
1.7.135	37.4064922	-122.1893085
1.7.136	37.4063455	-122.1891372
1.7.137	37.4061998	-122.1889678
1.7.138	37.4060477	-122.1888024
1.7.139	37.4058935	-122.1886433
1.7.140	37.4057373	-122.1884897
1.7.141	37.4055776	-122.1883384
1.7.142	37.4054176	-122.1881893
1.7.143	37.4052575	-122.1880403
1.7.144	37.4050947	-122.1878898
1.7.145	37.4049336	-122.1877408
1.7.146	37.4047739	-122.1875920
1.7.147	37.4046136	-122.1874435
1.7.148	37.4044556	-122.1872974
1.7.149	37.4042993	-122.1871521
1.7.150	37.4041548	-122.1870170
1.7.151	37.4040214	-122.1868923
1.7.152	37.4038989	-122.1867775
1.7.153	37.4037841	-122.1866709
1.7.154	37.4036702	-122.1865647
1.7.155	37.4035551	-122.1864564
1.7.156	37.4034413	-122.1863492
1.7.157	37.4033238	-122.1862371
1.7.158	37.4032008	-122.1861198
1.7.159	37.4030777	-122.1860009
1.7.160	37.4029509	-122.1858769
1.7.161	37.4028194	-122.1857469
1.7.162	37.4026881	-122.1856162
1.7.163	37.4025543	-122.1854811
1.7.164	37.4024183	-122.1853444
1.7.165	37.4022838	-122.1852095
1.7.166	37.4021502	-122.1850751
1.7.167	37.4020128	-122.1849372
1.7.168	37.4018771	-122.1847999
1.7.169	37.4017396	-122.1846608
1.7.170	37.4016028	-122.1845216
1.7.171	37.4014652	-122.1843819
1.7.172	37.4013262	-122.1842401
1.7.173	37.4011871	-122.1840993
1.7.174	37.4010477	-122.1839576
1.7.175	37.4009064	-122.1838143
1.7.176	37.4007647	-122.1836701
1.7.177	37.4006245	-122.1835277
1.7.178	37.4004819	-122.1833826
1.7.179	37.4003389	-122.1832372
1.7.180	37.4001976	-122.1830938
1.7.181	37.4000539	-122.1829481
1.7.182	37.3999100	-122.1828019
1.7.183	37.3997682	-122.1826577
1.7.184	37.3996242	-122.1825117
1.7.185	37.3994804	-122.1823651
1.7.186	37.3993368	-122.1822185
1.7.187	37.3991950	-122.1820744
1.7.188	37.3990508	-122.1819283
1.7.189	37.3989069	-122.1817818
1.7.190	37.3987645	-122.1816377
1.7.191	37.3986197	-122.1814912
1.7.192	37.3984749	-122.1813440
1.7.193	37.3983317	-122.1811990
1.7.194	37.3981864	-122.1810513
1.7.195	37.3980403	-122.1809039
1.7.196	37.3978956	-122.1807567
1.7.197	37.3977506	-122.1806093
1.7.198	37.3976043	-122.1804605
1.7.199	37.3974591	-122.1803129
1.7.200	37.3973145	-122.1801666
1.7.201	37.3971704	-122.1800198
1.7.202	37.3970286	-122.1798754
1.7.203	37.3968878	-122.1797319
1.7.204	37.3967467	-122.1795884
1.7.205	37.3966071	-122.1794467
1.7.206	37.3964660	-122.1793033
1.7.207	37.3963274	-122.1791621
1.7.208	37.3961896	-122.1790224
1.7.209	37.3960490	-122.1788795
1.7.210	37.3959102	-122.1787385
1.7.211	37.3957721	-122.1785982
1.7.212	37.3956302	-122.1784541
1.7.213	37.3954908	-122.1783115
1.7.214	37.3953534	-122.1781714
1.7.215	37.3952145	-122.1780303
1.7.216	37.3950679	-122.1778812
1.7.217	37.3949342	-122.1777436
1.7.218	37.3948019	-122.1776074
1.7.219	37.3946705	-122.1774714
1.7.220	37.3945415	-122.1773376
1.7.221	37.3944150	-122.1772033
1.7.222	37.3942895	-122.1770672
1.7.223	37.3941680	-122.1769278
1.7.224	37.3940494	-122.1767844
1.7.225	37.3939337	-122.1766352
1.7.226	37.3938218	-122.1764823
1.7.227	37.3937113	-122.1763246
1.7.228	37.3936007	-122.1761610
1.7.229	37.3934920	-122.1759931
1.7.230	37.3933854	-122.1758189
1.7.231	37.3932806	-122.1756376
1.7.232	37.3931801	-122.1754531
1.7.233	37.3930816	-122.1752619
1.7.234	37.3929889	-122.1750716
1.7.235	37.3928995	-122.1748771
1.7.236	37.3928128	-122.1746772
1.7.237	37.3927323	-122.1744789
1.7.238	37.3926550	-122.1742766
1.7.239	37.3925813	-122.1740682
1.7.240	37.3925127	-122.1738600
1.7.241	37.3924488	-122.1736514
1.7.242	37.3923878	-122.1734358
1.7.243	37.3923325	-122.1732236
1.7.244	37.3922812	-122.1730075
1.7.245	37.3922330	-122.1727864
1.7.246	37.3921911	-122.1725686
1.7.247	37.3921523	-122.1723484
1.7.248	37.3921181	-122.1721238
1.7.249	37.3920895	-122.1719039
1.7.250	37.3920653	-122.1716824
1.7.251	37.3920454	-122.1714575
1.7.252	37.3920296	-122.1712386
1.7.253	37.3920147	-122.1710158
1.7.254	37.3920010	-122.1707975
1.7.255	37.3919876	-122.1705823
1.7.256	37.3919735	-122.1703638
1.7.257	37.3919611	-122.1701519
1.7.258	37.3919488	-122.1699450
end_lane
lane	1.8
num_waypoints	34
lane_width	12.1275
left_boundary	solid_white
right_boundary	solid_white
exit	1.8.34	1.9.1
exit	1.8.34	1.10.1
1.8.1	37.3919192	-122.1694246
1.8.2	37.3919022	-122.1691784
1.8.3	37.3918846	-122.1689824
1.8.4	37.3918653	-122.1687977
1.8.5	37.3918412	-122.1686190
1.8.6	37.3918150	-122.1684416
1.8.7	37.3917696	-122.1682643
1.8.8	37.3917188	-122.1680969
1.8.9	37.3916574	-122.1679050
1.8.10	37.3915888	-122.1677075
1.8.11	37.3915303	-122.1675468
1.8.12	37.3914689	-122.1673844
1.8.13	37.3914078	-122.1672260
1.8.14	37.3913459	-122.1670694
1.8.15	37.3912830	-122.1669137
1.8.16	37.3912202	-122.1667633
1.8.17	37.3911573	-122.1666172
1.8.18	37.3910920	-122.1664741
1.8.19	37.3910224	-122.1663384
1.8.20	37.3909446	-122.1662101
1.8.21	37.3908644	-122.1660919
1.8.22	37.3907829	-122.1659771
1.8.23	37.3907006	-122.1658635
1.8.24	37.3906208	-122.1657556
1.8.25	37.3905426	-122.1656492
1.8.26	37.3904652	-122.1655439
1.8.27	37.3903941	-122.1654448
1.8.28	37.3903264	-122.1653533
1.8.29	37.3902573	-122.1652685
1.8.30	37.3901852	-122.1651951
1.8.31	37.3901085	-122.1651308
1.8.32	37.3900094	-122.1650602
1.8.33	37.3898847	-122.1649978
1.8.34	37.3897258	-122.1649474
end_lane
lane	1.9
num_waypoints	20
lane_width	11.8548
left_boundary	solid_white
right_boundary	solid_white
exit	1.9.20	1.4.1
1.9.1	37.3894011	-122.1649481
1.9.2	37.3893129	-122.1649410
1.9.3	37.3892232	-122.1649263
1.9.4	37.3891307	-122.1648946
1.9.5	37.3890444	-122.1648558
1.9.6	37.3889620	-122.1648054
1.9.7	37.3888822	-122.1647422
1.9.8	37.3888102	-122.1646718
1.9.9	37.3887386	-122.1646001
1.9.10	37.3886692	-122.1645284
1.9.11	37.3886025	-122.1644597
1.9.12	37.3885390	-122.1643948
1.9.13	37.3884783	-122.1643355
1.9.14	37.3884238	-122.1642794
1.9.15	37.3883649	-122.1642190
1.9.16	37.3883205	-122.1641787
1.9.17	37.3882764	-122.1641334
1.9.18	37.3882213	-122.1640792
1.9.19	37.3881835	-122.1640271
1.9.20	37.3881628	-122.1639539
end_lane
lane	1.10
num_waypoints	20
lane_width	11.5092
left_boundary	solid_white
right_boundary	solid_white
exit	1.10.20	1.11.1
1.10.1	37.3894054	-122.1649066
1.10.2	37.3893140	-122.1648991
1.10.3	37.3892273	-122.1648830
1.10.4	37.3891378	-122.1648520
1.10.5	37.3890550	-122.1648139
1.10.6	37.3889762	-122.1647652
1.10.7	37.3889003	-122.1647034
1.10.8	37.3888295	-122.1646334
1.10.9	37.3887575	-122.1645612
1.10.10	37.3886891	-122.1644915
1.10.11	37.3886222	-122.1644232
1.10.12	37.3885581	-122.1643586
1.10.13	37.3884999	-122.1642971
1.10.14	37.3884504	-122.1642450
1.10.15	37.3883942	-122.1641871
1.10.16	37.3883531	-122.1641491
1.10.17	37.3883055	-122.1641006
1.10.18	37.3882639	-122.1640568
1.10.19	37.3882242	-122.1640021
1.10.20	37.3882087	-122.1639493
end_lane
lane	1.11
num_waypoints	10
lane_width	15.9376
left_boundary	solid_white
right_boundary	broken_white
1.11.1	37.3883007	-122.1637066
1.11.2	37.3883475	-122.1636925
1.11.3	37.3883971	-122.1636790
1.11.4	37.3884495	-122.1636663
1.11.5	37.3885045	-122.1636537
1.11.6	37.3885615	-122.1636405
1.11.7	37.3886224	-122.1636265
1.11.8	37.3886867	-122.1636114
1.11.9	37.3887535	-122.1635966
1.11.10	37.3888257	-122.1635800
end_lane
lane	1.12
num_waypoints	13
lane_width	13.3202
left_boundary	broken_white
right_boundary	solid_white
1.12.1	37.4192675	-122.2216985
1.12.2	37.4192126	-122.2215537
1.12.3	37.4191650	-122.2214194
1.12.4	37.4191085	-122.2212570
1.12.5	37.4190474	-122.2210709
1.12.6	37.4190059	-122.2209193
1.12.7	37.4189623	-122.2207614
1.12.8	37.4189202	-122.2206039
1.12.9	37.4188795	-122.2204426
1.12.10	37.4188419	-122.2202775
1.12.11	37.4188072	-122.2201150
1.12.12	37.4187740	-122.2199538
1.12.13	37.4187433	-122.2197908
end_lane
lane	1.13
num_waypoints	35
lane_width	10.2362
left_boundary	solid_white
right_boundary	solid_white
exit	1.13.35	1.7.11
1.13.1	37.4187535	-122.2196253
1.13.2	37.4187281	-122.2194668
1.13.3	37.4187039	-122.2193097
1.13.4	37.4186812	-122.2191521
1.13.5	37.4186571	-122.2189890
1.13.6	37.4186328	-122.2188261
1.13.7	37.4186084	-122.2186620
1.13.8	37.4185828	-122.2184916
1.13.9	37.4185573	-122.2183213
1.13.10	37.4185331	-122.2181515
1.13.11	37.4185075	-122.2179779
1.13.12	37.4184822	-122.2178066
1.13.13	37.4184570	-122.2176356
1.13.14	37.4184310	-122.2174584
1.13.15	37.4184049	-122.2172808
1.13.16	37.4183787	-122.2171026
1.13.17	37.4183516	-122.2169199
1.13.18	37.4183246	-122.2167404
1.13.19	37.4182980	-122.2165629
1.13.20	37.4182641	-122.2163382
1.13.21	37.4182381	-122.2161594
1.13.22	37.4182149	-122.2159858
1.13.23	37.4181869	-122.2158036
1.13.24	37.4181565	-122.2156320
1.13.25	37.4181296	-122.2154624
1.13.26	37.4180978	-122.2152944
1.13.27	37.4180636	-122.2151317
1.13.28	37.4180225	-122.2149530
1.13.29	37.4179770	-122.2147707
1.13.30	37.4179318	-122.2146033
1.13.31	37.4178754	-122.2144275
1.13.32	37.4178190	-122.2142517
1.13.33	37.4177559	-122.2140686
1.13.34	37.4176893	-122.2138839
1.13.35	37.4176203	-122.2137057
end_lane
end_segment
end_file
