RNDF_name	rndf_280both-20070227.txt
num_segments	1
num_zones	0
format_version	1.0
creation_date	2/27/2007
segment	1
num_lanes	23
lane	1.1
num_waypoints	259
lane_width	12.0000
left_boundary	solid_white
right_boundary	broken_white
1.3.189	37.4108881	-122.1997638
1.3.190	37.4109391	-122.1999182
1.3.191	37.4109997	-122.2001083
1.3.192	37.4110629	-122.2003086
1.3.193	37.4111235	-122.2005044
1.3.194	37.4111851	-122.2006950
1.3.195	37.4112461	-122.2008914
1.3.196	37.4113065	-122.2010848
1.3.197	37.4113687	-122.2012816
1.3.198	37.4114331	-122.2014835
1.3.199	37.4114971	-122.2016841
1.3.200	37.4115624	-122.2018886
1.3.201	37.4116298	-122.2020986
1.3.202	37.4116960	-122.2023064
1.3.203	37.4117636	-122.2025185
1.3.204	37.4118331	-122.2027359
1.3.205	37.4119014	-122.2029508
1.3.206	37.4119709	-122.2031695
1.3.207	37.4120597	-122.2034485
1.3.208	37.4121319	-122.2036741
1.3.209	37.4122028	-122.2038978
1.3.210	37.4122751	-122.2041259
1.3.211	37.4123579	-122.2043870
1.3.212	37.4124312	-122.2046187
1.3.213	37.4125059	-122.2048521
1.3.214	37.4125817	-122.2050888
1.3.215	37.4126573	-122.2053254
1.3.216	37.4127335	-122.2055625
1.3.217	37.4128082	-122.2058007
1.3.218	37.4128830	-122.2060320
1.3.219	37.4129188	-122.2061415
1.3.220	37.4129934	-122.2063652
1.3.221	37.4130697	-122.2065842
1.3.222	37.4131480	-122.2067952
1.3.223	37.4132304	-122.2070023
1.3.224	37.4133138	-122.2071975
1.3.225	37.4134000	-122.2073875
1.3.226	37.4134908	-122.2075749
1.3.227	37.4135822	-122.2077533
1.3.228	37.4136773	-122.2079288
1.3.229	37.4137767	-122.2081041
1.3.230	37.4138779	-122.2082732
1.3.231	37.4139837	-122.2084404
1.3.232	37.4140948	-122.2086070
1.3.233	37.4142069	-122.2087659
1.3.234	37.4143218	-122.2089247
1.3.235	37.4144436	-122.2090808
1.3.236	37.4145657	-122.2092299
1.3.237	37.4146918	-122.2093764
1.3.238	37.4148222	-122.2095210
1.3.239	37.4149518	-122.2096583
1.3.240	37.4150843	-122.2097936
1.3.241	37.4152197	-122.2099297
1.3.242	37.4153513	-122.2100620
1.3.243	37.4154851	-122.2101960
1.3.244	37.4156160	-122.2103284
1.3.245	37.4157463	-122.2104599
1.3.246	37.4158788	-122.2105962
1.3.247	37.4160293	-122.2107493
1.3.248	37.4161736	-122.2108948
1.3.249	37.4163023	-122.2110301
1.3.250	37.4164279	-122.2111685
1.3.251	37.4165663	-122.2113255
1.3.252	37.4166759	-122.2114518
1.3.253	37.4167789	-122.2115806
1.3.254	37.4168735	-122.2117081
1.3.255	37.4169757	-122.2118478
1.3.256	37.4170624	-122.2119698
1.3.257	37.4171327	-122.2120723
1.3.258	37.4172202	-122.2122050
1.3.259	37.4173128	-122.2123545
end_lane
lane	1.4
num_waypoints	48
lane_width	13.0000
left_boundary	solid_white
right_boundary	solid_white
exit	1.4.48	0.5.6
exit	1.4.48	1.5.6
1.4.1	37.3905178	-122.1624505
1.4.2	37.3904801	-122.1623793
1.4.3	37.3904331	-122.1623179
1.4.4	37.3903791	-122.1622675
1.4.5	37.3903194	-122.1622285
1.4.6	37.3902576	-122.1622022
1.4.7	37.3901934	-122.1621947
1.4.8	37.3901277	-122.1621960
1.4.9	37.3900630	-122.1622133
1.4.10	37.3900001	-122.1622442
1.4.11	37.3899394	-122.1622909
1.4.12	37.3898857	-122.1623505
1.4.13	37.3898410	-122.1624216
1.4.14	37.3898070	-122.1625041
1.4.15	37.3897866	-122.1625923
1.4.16	37.3897795	-122.1626868
1.4.17	37.3897859	-122.1627847
1.4.18	37.3898092	-122.1629068
1.4.19	37.3898356	-122.1630011
1.4.20	37.3898762	-122.1631035
1.4.21	37.3899185	-122.1631993
1.4.22	37.3899693	-122.1633017
1.4.23	37.3900169	-122.1634011
1.4.24	37.3900614	-122.1634931
1.4.25	37.3901197	-122.1636134
1.4.26	37.3901884	-122.1637439
1.4.27	37.3902691	-122.1638944
1.4.28	37.3903547	-122.1640466
1.4.29	37.3904443	-122.1642013
1.4.30	37.3905391	-122.1643630
1.4.31	37.3906365	-122.1645240
1.4.32	37.3907364	-122.1646849
1.4.33	37.3908373	-122.1648474
1.4.34	37.3909454	-122.1650176
1.4.35	37.3910502	-122.1651897
1.4.36	37.3911851	-122.1654134
1.4.37	37.3912812	-122.1655902
1.4.38	37.3914102	-122.1658322
1.4.39	37.3914973	-122.1660169
1.4.40	37.3915788	-122.1662034
1.4.41	37.3916569	-122.1663973
1.4.42	37.3917278	-122.1665916
1.4.43	37.3917941	-122.1667862
1.4.44	37.3918572	-122.1669880
1.4.45	37.3919153	-122.1671900
1.4.46	37.3919704	-122.1673966
1.4.47	37.3920205	-122.1676050
1.4.48	37.3920669	-122.1678161
end_lane
lane	1.5
num_waypoints	259
lane_width	12.0000
left_boundary	broken_white
right_boundary	solid_white
exit	1.5.254	0.6.1
exit	1.5.254	1.6.1
1.5.1	37.3919184	-122.1673970
1.5.2	37.3919780	-122.1675996
1.5.3	37.3920375	-122.1678512
1.5.4	37.3920836	-122.1680761
1.5.5	37.3921311	-122.1683093
1.5.6	37.3921626	-122.1685088
1.5.7	37.3921905	-122.1687294
1.5.8	37.3922168	-122.1689574
1.5.9	37.3922348	-122.1691823
1.5.10	37.3922503	-122.1694130
1.5.11	37.3922652	-122.1696467
1.5.12	37.3922779	-122.1698817
1.5.13	37.3922902	-122.1701092
1.5.14	37.3923041	-122.1703357
1.5.15	37.3923182	-122.1705681
1.5.16	37.3923311	-122.1707928
1.5.17	37.3923448	-122.1710171
1.5.18	37.3923598	-122.1712479
1.5.19	37.3923778	-122.1714714
1.5.20	37.3924001	-122.1716947
1.5.21	37.3924275	-122.1719244
1.5.22	37.3924591	-122.1721467
1.5.23	37.3924956	-122.1723682
1.5.24	37.3925381	-122.1725953
1.5.25	37.3925845	-122.1728145
1.5.26	37.3926358	-122.1730314
1.5.27	37.3926988	-122.1732712
1.5.28	37.3927606	-122.1734850
1.5.29	37.3928259	-122.1736924
1.5.30	37.3928971	-122.1738994
1.5.31	37.3929723	-122.1741033
1.5.32	37.3930505	-122.1743034
1.5.33	37.3931345	-122.1745038
1.5.34	37.3932215	-122.1746966
1.5.35	37.3933130	-122.1748862
1.5.36	37.3934120	-122.1750779
1.5.37	37.3935114	-122.1752612
1.5.38	37.3936151	-122.1754408
1.5.39	37.3937261	-122.1756220
1.5.40	37.3938372	-122.1757947
1.5.41	37.3939518	-122.1759638
1.5.42	37.3940729	-122.1761340
1.5.43	37.3941940	-122.1762938
1.5.44	37.3943207	-122.1764483
1.5.45	37.3944509	-122.1766011
1.5.46	37.3945805	-122.1767452
1.5.47	37.3947135	-122.1768827
1.5.48	37.3948499	-122.1770236
1.5.49	37.3949857	-122.1771591
1.5.50	37.3951247	-122.1772943
1.5.51	37.3952666	-122.1774330
1.5.52	37.3954062	-122.1775702
1.5.53	37.3955498	-122.1777122
1.5.54	37.3956668	-122.1778274
1.5.55	37.3958102	-122.1779691
1.5.56	37.3959538	-122.1781108
1.5.57	37.3961022	-122.1782563
1.5.58	37.3962483	-122.1784011
1.5.59	37.3963962	-122.1785470
1.5.60	37.3965431	-122.1786922
1.5.61	37.3966897	-122.1788374
1.5.62	37.3968377	-122.1789832
1.5.63	37.3969843	-122.1791283
1.5.64	37.3971310	-122.1792731
1.5.65	37.3972792	-122.1794185
1.5.66	37.3974256	-122.1795636
1.5.67	37.3975716	-122.1797079
1.5.68	37.3977197	-122.1798542
1.5.69	37.3978641	-122.1799972
1.5.70	37.3980093	-122.1801410
1.5.71	37.3981573	-122.1802860
1.5.72	37.3983018	-122.1804283
1.5.73	37.3984476	-122.1805714
1.5.74	37.3985952	-122.1807168
1.5.75	37.3987400	-122.1808591
1.5.76	37.3988862	-122.1810024
1.5.77	37.3990343	-122.1811486
1.5.78	37.3991788	-122.1812919
1.5.79	37.3993269	-122.1814380
1.5.80	37.3994730	-122.1815821
1.5.81	37.3996184	-122.1817248
1.5.82	37.3997672	-122.1818706
1.5.83	37.3999137	-122.1820146
1.5.84	37.4000589	-122.1821577
1.5.85	37.4002075	-122.1823041
1.5.86	37.4003532	-122.1824493
1.5.87	37.4004977	-122.1825934
1.5.88	37.4006451	-122.1827409
1.5.89	37.4007899	-122.1828863
1.5.90	37.4009330	-122.1830308
1.5.91	37.4010789	-122.1831785
1.5.92	37.4012226	-122.1833235
1.5.93	37.4013646	-122.1834670
1.5.94	37.4015092	-122.1836140
1.5.95	37.4016513	-122.1837583
1.5.96	37.4017918	-122.1839011
1.5.97	37.4019349	-122.1840469
1.5.98	37.4020754	-122.1841901
1.5.99	37.4022167	-122.1843339
1.5.100	37.4023787	-122.1844986
1.5.101	37.4025181	-122.1846401
1.5.102	37.4026593	-122.1847831
1.5.103	37.4027968	-122.1849231
1.5.104	37.4029351	-122.1850634
1.5.105	37.4030751	-122.1852055
1.5.106	37.4032115	-122.1853440
1.5.107	37.4033486	-122.1854831
1.5.108	37.4034876	-122.1856239
1.5.109	37.4036233	-122.1857613
1.5.110	37.4037595	-122.1859000
1.5.111	37.4038979	-122.1860406
1.5.112	37.4040330	-122.1861785
1.5.113	37.4041696	-122.1863174
1.5.114	37.4043088	-122.1864584
1.5.115	37.4044452	-122.1865965
1.5.116	37.4045849	-122.1867383
1.5.117	37.4047226	-122.1868784
1.5.118	37.4048595	-122.1870181
1.5.119	37.4049999	-122.1871609
1.5.120	37.4051387	-122.1873018
1.5.121	37.4052768	-122.1874420
1.5.122	37.4054181	-122.1875862
1.5.123	37.4055580	-122.1877279
1.5.124	37.4056968	-122.1878691
1.5.125	37.4058391	-122.1880137
1.5.126	37.4059792	-122.1881574
1.5.127	37.4061178	-122.1883009
1.5.128	37.4062595	-122.1884483
1.5.129	37.4063974	-122.1885961
1.5.130	37.4065309	-122.1887456
1.5.131	37.4066646	-122.1889001
1.5.132	37.4067909	-122.1890570
1.5.133	37.4069127	-122.1892151
1.5.134	37.4070000	-122.1893326
1.5.135	37.4071167	-122.1894957
1.5.136	37.4072320	-122.1896629
1.5.137	37.4073407	-122.1898287
1.5.138	37.4074500	-122.1899943
1.5.139	37.4075550	-122.1901666
1.5.140	37.4076559	-122.1903354
1.5.141	37.4077565	-122.1905102
1.5.142	37.4078477	-122.1906931
1.5.143	37.4079396	-122.1908719
1.5.144	37.4080303	-122.1910545
1.5.145	37.4081146	-122.1912390
1.5.146	37.4081974	-122.1914245
1.5.147	37.4082871	-122.1916373
1.5.148	37.4083619	-122.1918267
1.5.149	37.4084338	-122.1920154
1.5.150	37.4085042	-122.1922091
1.5.151	37.4085705	-122.1924011
1.5.152	37.4086337	-122.1925920
1.5.153	37.4086964	-122.1927870
1.5.154	37.4087583	-122.1929793
1.5.155	37.4088187	-122.1931661
1.5.156	37.4088796	-122.1933579
1.5.157	37.4089390	-122.1935470
1.5.158	37.4089977	-122.1937315
1.5.159	37.4090575	-122.1939172
1.5.160	37.4091174	-122.1941016
1.5.161	37.4091751	-122.1942837
1.5.162	37.4092341	-122.1944672
1.5.163	37.4092919	-122.1946516
1.5.164	37.4093502	-122.1948345
1.5.165	37.4094102	-122.1950220
1.5.166	37.4094703	-122.1952118
1.5.167	37.4095307	-122.1954037
1.5.168	37.4095909	-122.1955947
1.5.169	37.4096533	-122.1957904
1.5.170	37.4097161	-122.1959886
1.5.171	37.4097779	-122.1961850
1.5.172	37.4098413	-122.1963831
1.5.173	37.4099047	-122.1965806
1.5.174	37.4099666	-122.1967756
1.5.175	37.4100294	-122.1969731
1.5.176	37.4100918	-122.1971707
1.5.177	37.4101536	-122.1973652
1.5.178	37.4102170	-122.1975627
1.5.179	37.4102796	-122.1977607
1.5.180	37.4103414	-122.1979556
1.5.181	37.4104041	-122.1981529
1.5.182	37.4104687	-122.1983508
1.5.183	37.4105414	-122.1985770
1.5.184	37.4106154	-122.1987990
1.5.185	37.4106739	-122.1989846
1.5.186	37.4107340	-122.1991741
1.5.187	37.4107978	-122.1993703
1.5.188	37.4108573	-122.1995568
1.5.189	37.4109186	-122.1997482
1.5.190	37.4109696	-122.1999026
1.5.191	37.4110303	-122.2000930
1.5.192	37.4110936	-122.2002935
1.5.193	37.4111541	-122.2004892
1.5.194	37.4112157	-122.2006797
1.5.195	37.4112768	-122.2008764
1.5.196	37.4113372	-122.2010697
1.5.197	37.4113993	-122.2012663
1.5.198	37.4114637	-122.2014682
1.5.199	37.4115277	-122.2016687
1.5.200	37.4115930	-122.2018732
1.5.201	37.4116604	-122.2020832
1.5.202	37.4117266	-122.2022911
1.5.203	37.4117942	-122.2025031
1.5.204	37.4118637	-122.2027206
1.5.205	37.4119320	-122.2029355
1.5.206	37.4120015	-122.2031542
1.5.207	37.4120903	-122.2034331
1.5.208	37.4121625	-122.2036588
1.5.209	37.4122334	-122.2038825
1.5.210	37.4123057	-122.2041106
1.5.211	37.4123885	-122.2043717
1.5.212	37.4124618	-122.2046034
1.5.213	37.4125365	-122.2048367
1.5.214	37.4126123	-122.2050734
1.5.215	37.4126879	-122.2053100
1.5.216	37.4127641	-122.2055472
1.5.217	37.4128388	-122.2057854
1.5.218	37.4129135	-122.2060164
1.5.219	37.4129493	-122.2061257
1.5.220	37.4130237	-122.2063490
1.5.221	37.4130998	-122.2065672
1.5.222	37.4131777	-122.2067773
1.5.223	37.4132597	-122.2069833
1.5.224	37.4133427	-122.2071775
1.5.225	37.4134284	-122.2073666
1.5.226	37.4135188	-122.2075530
1.5.227	37.4136097	-122.2077305
1.5.228	37.4137044	-122.2079052
1.5.229	37.4138033	-122.2080797
1.5.230	37.4139040	-122.2082479
1.5.231	37.4140093	-122.2084143
1.5.232	37.4141198	-122.2085800
1.5.233	37.4142315	-122.2087383
1.5.234	37.4143458	-122.2088964
1.5.235	37.4144669	-122.2090515
1.5.236	37.4145884	-122.2091999
1.5.237	37.4147139	-122.2093458
1.5.238	37.4148438	-122.2094897
1.5.239	37.4149729	-122.2096265
1.5.240	37.4151050	-122.2097615
1.5.241	37.4152403	-122.2098974
1.5.242	37.4153719	-122.2100297
1.5.243	37.4155057	-122.2101638
1.5.244	37.4156367	-122.2102962
1.5.245	37.4157671	-122.2104278
1.5.246	37.4158996	-122.2105642
1.5.247	37.4160500	-122.2107171
1.5.248	37.4161945	-122.2108629
1.5.249	37.4163238	-122.2109987
1.5.250	37.4164498	-122.2111377
1.5.251	37.4165885	-122.2112950
1.5.252	37.4166987	-122.2114219
1.5.253	37.4168026	-122.2115519
1.5.254	37.4168977	-122.2116801
1.5.255	37.4170002	-122.2118201
1.5.256	37.4170872	-122.2119426
1.5.257	37.4171579	-122.2120457
1.5.258	37.4172459	-122.2121792
1.5.259	37.4173388	-122.2123292
end_lane
lane	1.6
num_waypoints	15
lane_width	14.0000
left_boundary	solid_white
right_boundary	solid_white
exit	1.6.15	0.7.1
exit	1.6.15	0.8.1
exit	1.6.15	1.7.1
exit	1.6.15	1.8.1
1.6.1	37.4171176	-122.2119263
1.6.2	37.4172141	-122.2120475
1.6.3	37.4173133	-122.2121774
1.6.4	37.4174112	-122.2123041
1.6.5	37.4175047	-122.2124285
1.6.6	37.4175982	-122.2125573
1.6.7	37.4176869	-122.2126874
1.6.8	37.4177718	-122.2128197
1.6.9	37.4178552	-122.2129582
1.6.10	37.4179338	-122.2130976
1.6.11	37.4180089	-122.2132378
1.6.12	37.4180822	-122.2133823
1.6.13	37.4181513	-122.2135251
1.6.14	37.4182168	-122.2136672
1.6.15	37.4182813	-122.2138124
end_lane
lane	1.7
num_waypoints	13
lane_width	12.0000
left_boundary	solid_white
right_boundary	solid_white
exit	1.7.13	0.9.1
exit	1.7.13	0.10.1
exit	1.7.13	1.9.1
exit	1.7.13	1.10.1
1.7.1	37.4184478	-122.2142013
1.7.2	37.4184803	-122.2142890
1.7.3	37.4185123	-122.2143763
1.7.4	37.4185614	-122.2145181
1.7.5	37.4186109	-122.2146593
1.7.6	37.4186571	-122.2147921
1.7.7	37.4187005	-122.2149154
1.7.8	37.4187427	-122.2150320
1.7.9	37.4187873	-122.2151379
1.7.10	37.4188371	-122.2152375
1.7.11	37.4188982	-122.2153403
1.7.12	37.4189692	-122.2154245
1.7.13	37.4190709	-122.2155060
end_lane
lane	1.8
num_waypoints	7
lane_width	11.0000
left_boundary	solid_white
right_boundary	solid_white
1.8.1	37.4184155	-122.2142214
1.8.2	37.4184444	-122.2143041
1.8.3	37.4184771	-122.2143991
1.8.4	37.4185225	-122.2145682
1.8.5	37.4185545	-122.2146964
1.8.6	37.4185894	-122.2148462
1.8.7	37.4186152	-122.2149975
end_lane
lane	1.9
num_waypoints	7
lane_width	10.0000
left_boundary	solid_white
right_boundary	solid_white
1.9.1	37.4193395	-122.2156359
1.9.2	37.4194491	-122.2156561
1.9.3	37.4195319	-122.2156759
1.9.4	37.4196152	-122.2156901
1.9.5	37.4197035	-122.2157082
1.9.6	37.4197841	-122.2157277
1.9.7	37.4198621	-122.2157407
end_lane
lane	1.10
num_waypoints	8
lane_width	10.0000
left_boundary	solid_white
right_boundary	solid_white
1.10.1	37.4193411	-122.2155930
1.10.2	37.4194574	-122.2156186
1.10.3	37.4195352	-122.2156343
1.10.4	37.4196136	-122.2156460
1.10.5	37.4196800	-122.2156491
1.10.6	37.4197598	-122.2156452
1.10.7	37.4198221	-122.2156193
1.10.8	37.4198776	-122.2155719
end_lane
lane	1.11
num_waypoints	267
lane_width	12.0000
left_boundary	solid_white
right_boundary	broken_white
1.11.1	37.4181092	-122.2146383
1.11.2	37.4180492	-122.2144487
1.11.3	37.4179923	-122.2142740
1.11.4	37.4179087	-122.2140566
1.11.5	37.4178241	-122.2138380
1.11.6	37.4177194	-122.2135817
1.11.7	37.4176163	-122.2133654
1.11.8	37.4175283	-122.2131900
1.11.9	37.4174410	-122.2130177
1.11.10	37.4173492	-122.2128515
1.11.11	37.4172578	-122.2126912
1.11.12	37.4171633	-122.2125315
1.11.13	37.4170634	-122.2123699
1.11.14	37.4169590	-122.2122121
1.11.15	37.4168534	-122.2120621
1.11.16	37.4167455	-122.2119154
1.11.17	37.4166301	-122.2117632
1.11.18	37.4164733	-122.2115706
1.11.19	37.4163544	-122.2114300
1.11.20	37.4162337	-122.2112938
1.11.21	37.4161082	-122.2111586
1.11.22	37.4159834	-122.2110283
1.11.23	37.4158590	-122.2109011
1.11.24	37.4157312	-122.2107694
1.11.25	37.4156069	-122.2106419
1.11.26	37.4154818	-122.2105138
1.11.27	37.4153178	-122.2103483
1.11.28	37.4151905	-122.2102178
1.11.29	37.4150641	-122.2100887
1.11.30	37.4149337	-122.2099556
1.11.31	37.4148084	-122.2098258
1.11.32	37.4146843	-122.2096938
1.11.33	37.4145572	-122.2095541
1.11.34	37.4144351	-122.2094145
1.11.35	37.4143153	-122.2092681
1.11.36	37.4141928	-122.2091111
1.11.37	37.4141141	-122.2090040
1.11.38	37.4140441	-122.2089091
1.11.39	37.4139306	-122.2087447
1.11.40	37.4138191	-122.2085755
1.11.41	37.4137073	-122.2083966
1.11.42	37.4136017	-122.2082193
1.11.43	37.4134997	-122.2080377
1.11.44	37.4133982	-122.2078463
1.11.45	37.4133033	-122.2076576
1.11.46	37.4132109	-122.2074642
1.11.47	37.4131213	-122.2072649
1.11.48	37.4130379	-122.2070671
1.11.49	37.4129584	-122.2068644
1.11.50	37.4128820	-122.2066553
1.11.51	37.4128111	-122.2064478
1.11.52	37.4127411	-122.2062329
1.11.53	37.4126734	-122.2060191
1.11.54	37.4126052	-122.2058046
1.11.55	37.4125368	-122.2055879
1.11.56	37.4124681	-122.2053730
1.11.57	37.4124002	-122.2051581
1.11.58	37.4123312	-122.2049419
1.11.59	37.4122631	-122.2047272
1.11.60	37.4121946	-122.2045123
1.11.61	37.4121249	-122.2042966
1.11.62	37.4120563	-122.2040827
1.11.63	37.4119878	-122.2038685
1.11.64	37.4119188	-122.2036530
1.11.65	37.4118503	-122.2034393
1.11.66	37.4117820	-122.2032254
1.11.67	37.4117132	-122.2030101
1.11.68	37.4116452	-122.2027964
1.11.69	37.4115763	-122.2025791
1.11.70	37.4115082	-122.2023668
1.11.71	37.4114399	-122.2021527
1.11.72	37.4113705	-122.2019352
1.11.73	37.4113027	-122.2017222
1.11.74	37.4112340	-122.2015076
1.11.75	37.4111643	-122.2012898
1.11.76	37.4110961	-122.2010763
1.11.77	37.4110268	-122.2008597
1.11.78	37.4109357	-122.2005841
1.11.79	37.4108662	-122.2003633
1.11.80	37.4107741	-122.2000753
1.11.81	37.4107025	-122.1998529
1.11.82	37.4106322	-122.1996338
1.11.83	37.4105629	-122.1994162
1.11.84	37.4104920	-122.1991940
1.11.85	37.4104448	-122.1990432
1.11.86	37.4103964	-122.1988921
1.11.87	37.4103262	-122.1986717
1.11.88	37.4102570	-122.1984532
1.11.89	37.4101880	-122.1982348
1.11.90	37.4101188	-122.1980156
1.11.91	37.4100513	-122.1977968
1.11.92	37.4099820	-122.1975781
1.11.93	37.4099111	-122.1973591
1.11.94	37.4098415	-122.1971424
1.11.95	37.4097724	-122.1969258
1.11.96	37.4097032	-122.1967077
1.11.97	37.4096345	-122.1964918
1.11.98	37.4095650	-122.1962731
1.11.99	37.4094969	-122.1960600
1.11.100	37.4094286	-122.1958456
1.11.101	37.4093585	-122.1956289
1.11.102	37.4092901	-122.1954178
1.11.103	37.4092217	-122.1952056
1.11.104	37.4091520	-122.1949900
1.11.105	37.4090832	-122.1947797
1.11.106	37.4090132	-122.1945701
1.11.107	37.4089463	-122.1943555
1.11.108	37.4088789	-122.1941458
1.11.109	37.4088121	-122.1939348
1.11.110	37.4087441	-122.1937210
1.11.111	37.4086785	-122.1935123
1.11.112	37.4086220	-122.1933290
1.11.113	37.4085702	-122.1931691
1.11.114	37.4085184	-122.1930130
1.11.115	37.4084716	-122.1928648
1.11.116	37.4084070	-122.1926653
1.11.117	37.4083510	-122.1925022
1.11.118	37.4082979	-122.1923534
1.11.119	37.4082491	-122.1922150
1.11.120	37.4081671	-122.1920003
1.11.121	37.4080830	-122.1917904
1.11.122	37.4079927	-122.1915818
1.11.123	37.4079000	-122.1913765
1.11.124	37.4078011	-122.1911725
1.11.125	37.4076983	-122.1909690
1.11.126	37.4076019	-122.1907841
1.11.127	37.4075030	-122.1906076
1.11.128	37.4074006	-122.1904229
1.11.129	37.4073031	-122.1902598
1.11.130	37.4071776	-122.1900654
1.11.131	37.4070687	-122.1898993
1.11.132	37.4069516	-122.1897373
1.11.133	37.4068376	-122.1895830
1.11.134	37.4067000	-122.1893956
1.11.135	37.4065611	-122.1892195
1.11.136	37.4064128	-122.1890464
1.11.137	37.4062659	-122.1888755
1.11.138	37.4061115	-122.1887077
1.11.139	37.4059555	-122.1885467
1.11.140	37.4057976	-122.1883915
1.11.141	37.4056369	-122.1882392
1.11.142	37.4054766	-122.1880898
1.11.143	37.4053163	-122.1879406
1.11.144	37.4051534	-122.1877900
1.11.145	37.4049925	-122.1876412
1.11.146	37.4048328	-122.1874924
1.11.147	37.4046723	-122.1873438
1.11.148	37.4045144	-122.1871977
1.11.149	37.4043583	-122.1870526
1.11.150	37.4042139	-122.1869176
1.11.151	37.4040806	-122.1867930
1.11.152	37.4039579	-122.1866780
1.11.153	37.4038430	-122.1865714
1.11.154	37.4037294	-122.1864654
1.11.155	37.4036145	-122.1863573
1.11.156	37.4035010	-122.1862503
1.11.157	37.4033837	-122.1861384
1.11.158	37.4032609	-122.1860214
1.11.159	37.4031383	-122.1859029
1.11.160	37.4030119	-122.1857794
1.11.161	37.4028808	-122.1856497
1.11.162	37.4027499	-122.1855194
1.11.163	37.4026163	-122.1853845
1.11.164	37.4024801	-122.1852476
1.11.165	37.4023456	-122.1851128
1.11.166	37.4022121	-122.1849784
1.11.167	37.4020748	-122.1848406
1.11.168	37.4019392	-122.1847034
1.11.169	37.4018018	-122.1845644
1.11.170	37.4016651	-122.1844253
1.11.171	37.4015275	-122.1842857
1.11.172	37.4013885	-122.1841438
1.11.173	37.4012493	-122.1840029
1.11.174	37.4011100	-122.1838613
1.11.175	37.4009687	-122.1837180
1.11.176	37.4008270	-122.1835738
1.11.177	37.4006868	-122.1834314
1.11.178	37.4005442	-122.1832863
1.11.179	37.4004012	-122.1831409
1.11.180	37.4002598	-122.1829974
1.11.181	37.4001161	-122.1828518
1.11.182	37.3999723	-122.1827056
1.11.183	37.3998305	-122.1825614
1.11.184	37.3996865	-122.1824154
1.11.185	37.3995428	-122.1822690
1.11.186	37.3993992	-122.1821223
1.11.187	37.3992572	-122.1819780
1.11.188	37.3991131	-122.1818320
1.11.189	37.3989691	-122.1816855
1.11.190	37.3988266	-122.1815412
1.11.191	37.3986819	-122.1813948
1.11.192	37.3985371	-122.1812476
1.11.193	37.3983939	-122.1811026
1.11.194	37.3982486	-122.1809549
1.11.195	37.3981025	-122.1808075
1.11.196	37.3979579	-122.1806604
1.11.197	37.3978129	-122.1805130
1.11.198	37.3976666	-122.1803642
1.11.199	37.3975213	-122.1802165
1.11.200	37.3973768	-122.1800703
1.11.201	37.3972328	-122.1799236
1.11.202	37.3970910	-122.1797792
1.11.203	37.3969502	-122.1796357
1.11.204	37.3968090	-122.1794921
1.11.205	37.3966694	-122.1793504
1.11.206	37.3965283	-122.1792071
1.11.207	37.3963897	-122.1790658
1.11.208	37.3962518	-122.1789261
1.11.209	37.3961113	-122.1787832
1.11.210	37.3959725	-122.1786422
1.11.211	37.3958344	-122.1785019
1.11.212	37.3956926	-122.1783579
1.11.213	37.3955533	-122.1782154
1.11.214	37.3954157	-122.1780752
1.11.215	37.3952768	-122.1779340
1.11.216	37.3951304	-122.1777852
1.11.217	37.3949970	-122.1776478
1.11.218	37.3948648	-122.1775117
1.11.219	37.3947335	-122.1773759
1.11.220	37.3946050	-122.1772426
1.11.221	37.3944793	-122.1771091
1.11.222	37.3943553	-122.1769746
1.11.223	37.3942357	-122.1768375
1.11.224	37.3941192	-122.1766966
1.11.225	37.3940056	-122.1765501
1.11.226	37.3938954	-122.1763995
1.11.227	37.3937862	-122.1762436
1.11.228	37.3936768	-122.1760819
1.11.229	37.3935697	-122.1759163
1.11.230	37.3934647	-122.1757448
1.11.231	37.3933615	-122.1755663
1.11.232	37.3932625	-122.1753845
1.11.233	37.3931654	-122.1751960
1.11.234	37.3930740	-122.1750084
1.11.235	37.3929858	-122.1748166
1.11.236	37.3929003	-122.1746195
1.11.237	37.3928210	-122.1744240
1.11.238	37.3927448	-122.1742247
1.11.239	37.3926722	-122.1740194
1.11.240	37.3926046	-122.1738141
1.11.241	37.3925416	-122.1736085
1.11.242	37.3924814	-122.1733958
1.11.243	37.3924269	-122.1731867
1.11.244	37.3923763	-122.1729735
1.11.245	37.3923288	-122.1727555
1.11.246	37.3922875	-122.1725407
1.11.247	37.3922492	-122.1723234
1.11.248	37.3922155	-122.1721022
1.11.249	37.3921873	-122.1718855
1.11.250	37.3921635	-122.1716672
1.11.251	37.3921438	-122.1714451
1.11.252	37.3921281	-122.1712278
1.11.253	37.3921133	-122.1710058
1.11.254	37.3920996	-122.1707878
1.11.255	37.3920862	-122.1705725
1.11.256	37.3920721	-122.1703543
1.11.257	37.3920597	-122.1701428
1.11.258	37.3920474	-122.1699357
1.11.259	37.3920329	-122.1696991
1.11.260	37.3920226	-122.1694934
1.11.261	37.3920069	-122.1692475
1.11.262	37.3919887	-122.1690327
1.11.263	37.3919624	-122.1687778
1.11.264	37.3919371	-122.1685832
1.11.265	37.3919081	-122.1683894
1.11.266	37.3918763	-122.1682159
1.11.267	37.3918352	-122.1680135
end_lane
lane	1.12
num_waypoints	267
lane_width	12.0000
left_boundary	broken_white
right_boundary	broken_white
1.12.1	37.4180786	-122.2146535
