RNDF_name	rndf_280both-20070227.txt
num_segments	1
num_zones	0
format_version	1.0
creation_date	2/27/2007
segment	1
num_lanes	23
lane	1.1
num_waypoints	259
lane_width	12.0000
left_boundary	solid_white
right_boundary	broken_white
1.12.2	37.4180187	-122.2144641
1.12.3	37.4179622	-122.2142908
1.12.4	37.4178791	-122.2140746
1.12.5	37.4177946	-122.2138564
1.12.6	37.4176905	-122.2136017
1.12.7	37.4175882	-122.2133870
1.12.8	37.4175004	-122.2132121
1.12.9	37.4174136	-122.2130406
1.12.10	37.4173222	-122.2128753
1.12.11	37.4172311	-122.2127155
1.12.12	37.4171370	-122.2125564
1.12.13	37.4170376	-122.2123958
1.12.14	37.4169339	-122.2122390
1.12.15	37.4168290	-122.2120898
1.12.16	37.4167214	-122.2119437
1.12.17	37.4166066	-122.2117922
1.12.18	37.4164505	-122.2116004
1.12.19	37.4163321	-122.2114604
1.12.20	37.4162119	-122.2113248
1.12.21	37.4160869	-122.2111902
1.12.22	37.4159624	-122.2110602
1.12.23	37.4158381	-122.2109330
1.12.24	37.4157103	-122.2108014
1.12.25	37.4155860	-122.2106739
1.12.26	37.4154610	-122.2105459
1.12.27	37.4152970	-122.2103804
1.12.28	37.4151697	-122.2102499
1.12.29	37.4150432	-122.2101207
1.12.30	37.4149128	-122.2099876
1.12.31	37.4147872	-122.2098575
1.12.32	37.4146628	-122.2097251
1.12.33	37.4145353	-122.2095849
1.12.34	37.4144125	-122.2094445
1.12.35	37.4142920	-122.2092974
1.12.36	37.4141689	-122.2091396
1.12.37	37.4140899	-122.2090320
1.12.38	37.4140195	-122.2089367
1.12.39	37.4139054	-122.2087714
1.12.40	37.4137934	-122.2086014
1.12.41	37.4136811	-122.2084217
1.12.42	37.4135750	-122.2082436
1.12.43	37.4134725	-122.2080610
1.12.44	37.4133705	-122.2078688
1.12.45	37.4132752	-122.2076792
1.12.46	37.4131824	-122.2074850
1.12.47	37.4130924	-122.2072847
1.12.48	37.4130085	-122.2070859
1.12.49	37.4129286	-122.2068822
1.12.50	37.4128519	-122.2066720
1.12.51	37.4127807	-122.2064637
1.12.52	37.4127106	-122.2062483
1.12.53	37.4126428	-122.2060343
1.12.54	37.4125746	-122.2058199
1.12.55	37.4125062	-122.2056032
1.12.56	37.4124375	-122.2053883
1.12.57	37.4123696	-122.2051734
1.12.58	37.4123005	-122.2049572
1.12.59	37.4122324	-122.2047425
1.12.60	37.4121640	-122.2045278
1.12.61	37.4120943	-122.2043121
1.12.62	37.4120257	-122.2040981
1.12.63	37.4119572	-122.2038839
1.12.64	37.4118882	-122.2036684
1.12.65	37.4118197	-122.2034546
1.12.66	37.4117514	-122.2032408
1.12.67	37.4116826	-122.2030254
1.12.68	37.4116146	-122.2028117
1.12.69	37.4115457	-122.2025944
1.12.70	37.4114776	-122.2023821
1.12.71	37.4114093	-122.2021680
1.12.72	37.4113399	-122.2019505
1.12.73	37.4112721	-122.2017376
1.12.74	37.4112034	-122.2015230
1.12.75	37.4111337	-122.2013052
1.12.76	37.4110655	-122.2010916
1.12.77	37.4109963	-122.2008753
1.12.78	37.4109051	-122.2005996
1.12.79	37.4108356	-122.2003785
1.12.80	37.4107435	-122.2000908
1.12.81	37.4106720	-122.1998683
1.12.82	37.4106016	-122.1996492
1.12.83	37.4105323	-122.1994315
1.12.84	37.4104613	-122.1992093
1.12.85	37.4104142	-122.1990584
1.12.86	37.4103658	-122.1989075
1.12.87	37.4102956	-122.1986870
1.12.88	37.4102264	-122.1984684
1.12.89	37.4101573	-122.1982501
1.12.90	37.4100881	-122.1980307
1.12.91	37.4100206	-122.1978119
1.12.92	37.4099514	-122.1975935
1.12.93	37.4098805	-122.1973746
1.12.94	37.4098109	-122.1971578
1.12.95	37.4097417	-122.1969411
1.12.96	37.4096726	-122.1967230
1.12.97	37.4096038	-122.1965071
1.12.98	37.4095343	-122.1962884
1.12.99	37.4094663	-122.1960753
1.12.100	37.4093980	-122.1958610
1.12.101	37.4093280	-122.1956444
1.12.102	37.4092595	-122.1954334
1.12.103	37.4091911	-122.1952211
1.12.104	37.4091215	-122.1950056
1.12.105	37.4090527	-122.1947956
1.12.106	37.4089826	-122.1945856
1.12.107	37.4089157	-122.1943707
1.12.108	37.4088483	-122.1941611
1.12.109	37.4087815	-122.1939500
1.12.110	37.4087135	-122.1937362
1.12.111	37.4086478	-122.1935274
1.12.112	37.4085914	-122.1933442
1.12.113	37.4085397	-122.1931848
1.12.114	37.4084879	-122.1930285
1.12.115	37.4084410	-122.1928802
1.12.116	37.4083765	-122.1926812
1.12.117	37.4083208	-122.1925188
1.12.118	37.4082677	-122.1923702
1.12.119	37.4082191	-122.1922322
1.12.120	37.4081375	-122.1920185
1.12.121	37.4080538	-122.1918095
1.12.122	37.4079639	-122.1916018
1.12.123	37.4078716	-122.1913974
1.12.124	37.4077731	-122.1911943
1.12.125	37.4076705	-122.1909914
1.12.126	37.4075746	-122.1908073
1.12.127	37.4074760	-122.1906313
1.12.128	37.4073739	-122.1904471
1.12.129	37.4072771	-122.1902852
1.12.130	37.4071521	-122.1900916
1.12.131	37.4070437	-122.1899263
1.12.132	37.4069273	-122.1897653
1.12.133	37.4068133	-122.1896110
1.12.134	37.4066761	-122.1894241
1.12.135	37.4065381	-122.1892492
1.12.136	37.4063904	-122.1890767
1.12.137	37.4062438	-122.1889063
1.12.138	37.4060903	-122.1887393
1.12.139	37.4059348	-122.1885789
1.12.140	37.4057775	-122.1884242
1.12.141	37.4056171	-122.1882723
1.12.142	37.4054569	-122.1881230
1.12.143	37.4052967	-122.1879739
1.12.144	37.4051338	-122.1878233
1.12.145	37.4049728	-122.1876744
1.12.146	37.4048132	-122.1875256
1.12.147	37.4046528	-122.1873770
1.12.148	37.4044948	-122.1872310
1.12.149	37.4043386	-122.1870858
1.12.150	37.4041942	-122.1869507
1.12.151	37.4040608	-122.1868261
1.12.152	37.4039383	-122.1867112
1.12.153	37.4038234	-122.1866045
1.12.154	37.4037097	-122.1864985
1.12.155	37.4035947	-122.1863903
1.12.156	37.4034811	-122.1862833
1.12.157	37.4033637	-122.1861713
1.12.158	37.4032409	-122.1860542
1.12.159	37.4031181	-122.1859356
1.12.160	37.4029916	-122.1858119
1.12.161	37.4028603	-122.1856821
1.12.162	37.4027293	-122.1855517
1.12.163	37.4025956	-122.1854167
1.12.164	37.4024595	-122.1852799
1.12.165	37.4023250	-122.1851450
1.12.166	37.4021914	-122.1850106
1.12.167	37.4020541	-122.1848728
1.12.168	37.4019185	-122.1847356
1.12.169	37.4017811	-122.1845966
1.12.170	37.4016443	-122.1844574
1.12.171	37.4015068	-122.1843177
1.12.172	37.4013677	-122.1841759
1.12.173	37.4012286	-122.1840351
1.12.174	37.4010892	-122.1838934
1.12.175	37.4009479	-122.1837501
1.12.176	37.4008062	-122.1836059
1.12.177	37.4006660	-122.1834635
1.12.178	37.4005234	-122.1833184
1.12.179	37.4003804	-122.1831730
1.12.180	37.4002391	-122.1830296
1.12.181	37.4000954	-122.1828839
1.12.182	37.3999515	-122.1827377
1.12.183	37.3998097	-122.1825935
1.12.184	37.3996657	-122.1824475
1.12.185	37.3995220	-122.1823010
1.12.186	37.3993784	-122.1821544
1.12.187	37.3992365	-122.1820102
1.12.188	37.3990923	-122.1818641
1.12.189	37.3989484	-122.1817176
1.12.190	37.3988059	-122.1815734
1.12.191	37.3986612	-122.1814270
1.12.192	37.3985164	-122.1812798
1.12.193	37.3983732	-122.1811348
1.12.194	37.3982278	-122.1809870
1.12.195	37.3980817	-122.1808396
1.12.196	37.3979371	-122.1806925
1.12.197	37.3977921	-122.1805451
1.12.198	37.3976458	-122.1803963
1.12.199	37.3975006	-122.1802487
1.12.200	37.3973560	-122.1801024
1.12.201	37.3972120	-122.1799557
1.12.202	37.3970702	-122.1798113
1.12.203	37.3969294	-122.1796678
1.12.204	37.3967882	-122.1795242
1.12.205	37.3966486	-122.1793825
1.12.206	37.3965076	-122.1792391
1.12.207	37.3963689	-122.1790979
1.12.208	37.3962311	-122.1789582
1.12.209	37.3960905	-122.1788153
1.12.210	37.3959517	-122.1786743
1.12.211	37.3958136	-122.1785340
1.12.212	37.3956718	-122.1783900
1.12.213	37.3955325	-122.1782474
1.12.214	37.3953950	-122.1781072
1.12.215	37.3952560	-122.1779661
1.12.216	37.3951096	-122.1778172
1.12.217	37.3949760	-122.1776797
1.12.218	37.3948438	-122.1775436
1.12.219	37.3947125	-122.1774077
1.12.220	37.3945838	-122.1772742
1.12.221	37.3944579	-122.1771405
1.12.222	37.3943333	-122.1770055
1.12.223	37.3942132	-122.1768676
1.12.224	37.3940959	-122.1767258
1.12.225	37.3939816	-122.1765785
1.12.226	37.3938709	-122.1764271
1.12.227	37.3937612	-122.1762706
1.12.228	37.3936515	-122.1761082
1.12.229	37.3935438	-122.1759419
1.12.230	37.3934383	-122.1757695
1.12.231	37.3933345	-122.1755901
1.12.232	37.3932350	-122.1754074
1.12.233	37.3931374	-122.1752179
1.12.234	37.3930456	-122.1750294
1.12.235	37.3929570	-122.1748367
1.12.236	37.3928712	-122.1746387
1.12.237	37.3927914	-122.1744423
1.12.238	37.3927149	-122.1742420
1.12.239	37.3926419	-122.1740357
1.12.240	37.3925740	-122.1738294
1.12.241	37.3925107	-122.1736228
1.12.242	37.3924502	-122.1734092
1.12.243	37.3923954	-122.1731990
1.12.244	37.3923446	-122.1729848
1.12.245	37.3922969	-122.1727658
1.12.246	37.3922553	-122.1725500
1.12.247	37.3922169	-122.1723317
1.12.248	37.3921830	-122.1721094
1.12.249	37.3921547	-122.1718916
1.12.250	37.3921307	-122.1716722
1.12.251	37.3921110	-122.1714492
1.12.252	37.3920953	-122.1712314
1.12.253	37.3920804	-122.1710091
1.12.254	37.3920667	-122.1707910
1.12.255	37.3920533	-122.1705758
1.12.256	37.3920392	-122.1703574
1.12.257	37.3920269	-122.1701458
1.12.258	37.3920145	-122.1699388
1.12.259	37.3920001	-122.1697020
1.12.260	37.3919897	-122.1694963
1.12.261	37.3919741	-122.1692514
1.12.262	37.3919559	-122.1690375
1.12.263	37.3919298	-122.1687837
1.12.264	37.3919046	-122.1685903
1.12.265	37.3918758	-122.1683978
1.12.266	37.3918442	-122.1682256
1.12.267	37.3918033	-122.1680237
end_lane
lane	1.13
num_waypoints	267
lane_width	12.0000
left_boundary	broken_white
right_boundary	broken_white
1.13.1	37.4180479	-122.2146688
1.13.2	37.4179881	-122.2144796
1.13.3	37.4179320	-122.2143076
1.13.4	37.4178494	-122.2140926
1.13.5	37.4177651	-122.2138749
1.13.6	37.4176617	-122.2136218
1.13.7	37.4175601	-122.2134086
1.13.8	37.4174726	-122.2132342
1.13.9	37.4173861	-122.2130634
1.13.10	37.4172953	-122.2128991
1.13.11	37.4172045	-122.2127399
1.13.12	37.4171108	-122.2125814
1.13.13	37.4170119	-122.2124216
1.13.14	37.4169089	-122.2122658
1.13.15	37.4168045	-122.2121175
1.13.16	37.4166974	-122.2119719
1.13.17	37.4165831	-122.2118212
1.13.18	37.4164276	-122.2116302
1.13.19	37.4163097	-122.2114908
1.13.20	37.4161902	-122.2113559
1.13.21	37.4160656	-122.2112217
1.13.22	37.4159415	-122.2110921
1.13.23	37.4158172	-122.2109650
1.13.24	37.4156894	-122.2108333
1.13.25	37.4155652	-122.2107059
1.13.26	37.4154403	-122.2105780
1.13.27	37.4152763	-122.2104125
1.13.28	37.4151488	-122.2102819
1.13.29	37.4150224	-122.2101528
1.13.30	37.4148919	-122.2100195
1.13.31	37.4147661	-122.2098892
1.13.32	37.4146412	-122.2097564
1.13.33	37.4145133	-122.2096157
1.13.34	37.4143899	-122.2094746
1.13.35	37.4142687	-122.2093266
1.13.36	37.4141450	-122.2091680
1.13.37	37.4140656	-122.2090601
1.13.38	37.4139950	-122.2089642
1.13.39	37.4138803	-122.2087981
1.13.40	37.4137677	-122.2086273
1.13.41	37.4136549	-122.2084468
1.13.42	37.4135483	-122.2082678
1.13.43	37.4134453	-122.2080844
1.13.44	37.4133429	-122.2078912
1.13.45	37.4132471	-122.2077009
1.13.46	37.4131539	-122.2075057
1.13.47	37.4130634	-122.2073045
1.13.48	37.4129792	-122.2071047
1.13.49	37.4128988	-122.2068999
1.13.50	37.4128217	-122.2066888
1.13.51	37.4127503	-122.2064797
1.13.52	37.4126800	-122.2062638
1.13.53	37.4126121	-122.2060496
1.13.54	37.4125439	-122.2058351
1.13.55	37.4124755	-122.2056185
1.13.56	37.4124068	-122.2054036
1.13.57	37.4123389	-122.2051887
1.13.58	37.4122699	-122.2049725
1.13.59	37.4122018	-122.2047578
1.13.60	37.4121334	-122.2045432
1.13.61	37.4120638	-122.2043275
1.13.62	37.4119951	-122.2041135
1.13.63	37.4119266	-122.2038993
1.13.64	37.4118576	-122.2036838
1.13.65	37.4117891	-122.2034700
1.13.66	37.4117208	-122.2032561
1.13.67	37.4116520	-122.2030408
1.13.68	37.4115839	-122.2028270
1.13.69	37.4115151	-122.2026098
1.13.70	37.4114470	-122.2023975
1.13.71	37.4113787	-122.2021834
1.13.72	37.4113093	-122.2019659
1.13.73	37.4112415	-122.2017529
1.13.74	37.4111728	-122.2015384
1.13.75	37.4111031	-122.2013205
1.13.76	37.4110349	-122.2011070
1.13.77	37.4109657	-122.2008909
1.13.78	37.4108746	-122.2006151
1.13.79	37.4108049	-122.2003938
1.13.80	37.4107129	-122.2001062
1.13.81	37.4106414	-122.1998838
1.13.82	37.4105710	-122.1996645
1.13.83	37.4105017	-122.1994469
1.13.84	37.4104307	-122.1992245
1.13.85	37.4103835	-122.1990737
1.13.86	37.4103352	-122.1989228
1.13.87	37.4102649	-122.1987023
1.13.88	37.4101957	-122.1984837
1.13.89	37.4101267	-122.1982653
1.13.90	37.4100574	-122.1980457
1.13.91	37.4099899	-122.1978270
1.13.92	37.4099208	-122.1976089
1.13.93	37.4098500	-122.1973901
1.13.94	37.4097803	-122.1971732
1.13.95	37.4097111	-122.1969564
1.13.96	37.4096419	-122.1967383
1.13.97	37.4095732	-122.1965224
1.13.98	37.4095037	-122.1963038
1.13.99	37.4094357	-122.1960907
1.13.100	37.4093674	-122.1958765
1.13.101	37.4092974	-122.1956600
1.13.102	37.4092290	-122.1954489
1.13.103	37.4091606	-122.1952366
1.13.104	37.4090909	-122.1950212
1.13.105	37.4090223	-122.1948114
1.13.106	37.4089521	-122.1946011
1.13.107	37.4088850	-122.1943860
1.13.108	37.4088177	-122.1941765
1.13.109	37.4087508	-122.1939653
1.13.110	37.4086828	-122.1937515
1.13.111	37.4086171	-122.1935424
1.13.112	37.4085607	-122.1933595
1.13.113	37.4085092	-122.1932005
1.13.114	37.4084573	-122.1930441
1.13.115	37.4084104	-122.1928956
1.13.116	37.4083461	-122.1926972
1.13.117	37.4082906	-122.1925354
1.13.118	37.4082376	-122.1923870
1.13.119	37.4081892	-122.1922495
1.13.120	37.4081079	-122.1920367
1.13.121	37.4080245	-122.1918287
1.13.122	37.4079350	-122.1916219
1.13.123	37.4078431	-122.1914183
1.13.124	37.4077451	-122.1912161
1.13.125	37.4076428	-122.1910137
1.13.126	37.4075473	-122.1908305
1.13.127	37.4074489	-122.1906549
1.13.128	37.4073471	-122.1904713
1.13.129	37.4072511	-122.1903106
1.13.130	37.4071265	-122.1901177
1.13.131	37.4070188	-122.1899533
1.13.132	37.4069030	-122.1897932
1.13.133	37.4067891	-122.1896391
1.13.134	37.4066523	-122.1894527
1.13.135	37.4065152	-122.1892788
1.13.136	37.4063679	-122.1891069
1.13.137	37.4062218	-122.1889370
1.13.138	37.4060690	-122.1887708
1.13.139	37.4059142	-122.1886111
1.13.140	37.4057574	-122.1884570
1.13.141	37.4055974	-122.1883053
1.13.142	37.4054373	-122.1881561
1.13.143	37.4052771	-122.1880071
1.13.144	37.4051143	-122.1878565
1.13.145	37.4049532	-122.1877076
1.13.146	37.4047935	-122.1875588
1.13.147	37.4046332	-122.1874103
1.13.148	37.4044752	-122.1872642
1.13.149	37.4043190	-122.1871189
1.13.150	37.4041745	-122.1869839
1.13.151	37.4040411	-122.1868592
1.13.152	37.4039186	-122.1867443
1.13.153	37.4038038	-122.1866377
1.13.154	37.4036899	-122.1865316
1.13.155	37.4035749	-122.1864234
1.13.156	37.4034612	-122.1863162
1.13.157	37.4033438	-122.1862042
1.13.158	37.4032208	-122.1860870
1.13.159	37.4030979	-122.1859682
1.13.160	37.4029712	-122.1858444
1.13.161	37.4028399	-122.1857145
1.13.162	37.4027087	-122.1855839
1.13.163	37.4025750	-122.1854489
1.13.164	37.4024389	-122.1853121
1.13.165	37.4023044	-122.1851773
1.13.166	37.4021708	-122.1850429
1.13.167	37.4020335	-122.1849050
1.13.168	37.4018978	-122.1847677
1.13.169	37.4017603	-122.1846287
1.13.170	37.4016236	-122.1844895
1.13.171	37.4014860	-122.1843498
1.13.172	37.4013470	-122.1842080
1.13.173	37.4012078	-122.1840672
1.13.174	37.4010685	-122.1839255
1.13.175	37.4009272	-122.1837822
1.13.176	37.4007855	-122.1836380
1.13.177	37.4006453	-122.1834956
1.13.178	37.4005027	-122.1833505
1.13.179	37.4003597	-122.1832051
1.13.180	37.4002183	-122.1830617
1.13.181	37.4000746	-122.1829160
1.13.182	37.3999308	-122.1827698
1.13.183	37.3997890	-122.1826256
1.13.184	37.3996450	-122.1824796
1.13.185	37.3995012	-122.1823331
1.13.186	37.3993576	-122.1821864
1.13.187	37.3992157	-122.1820423
1.13.188	37.3990716	-122.1818962
1.13.189	37.3989276	-122.1817497
1.13.190	37.3987852	-122.1816055
1.13.191	37.3986404	-122.1814591
1.13.192	37.3984956	-122.1813119
1.13.193	37.3983524	-122.1811669
1.13.194	37.3982071	-122.1810192
1.13.195	37.3980610	-122.1808718
1.13.196	37.3979164	-122.1807246
1.13.197	37.3977714	-122.1805772
1.13.198	37.3976251	-122.1804284
1.13.199	37.3974798	-122.1802808
1.13.200	37.3973353	-122.1801345
1.13.201	37.3971912	-122.1799877
1.13.202	37.3970494	-122.1798433
1.13.203	37.3969086	-122.1796998
1.13.204	37.3967675	-122.1795563
1.13.205	37.3966279	-122.1794146
1.13.206	37.3964868	-122.1792712
1.13.207	37.3963482	-122.1791300
1.13.208	37.3962103	-122.1789903
1.13.209	37.3960698	-122.1788474
1.13.210	37.3959310	-122.1787064
1.13.211	37.3957929	-122.1785661
1.13.212	37.3956510	-122.1784220
1.13.213	37.3955116	-122.1782795
1.13.214	37.3953742	-122.1781393
1.13.215	37.3952353	-122.1779982
1.13.216	37.3950887	-122.1778492
1.13.217	37.3949551	-122.1777117
1.13.218	37.3948229	-122.1775755
1.13.219	37.3946915	-122.1774396
1.13.220	37.3945627	-122.1773059
1.13.221	37.3944364	-122.1771719
1.13.222	37.3943114	-122.1770363
1.13.223	37.3941906	-122.1768977
1.13.224	37.3940727	-122.1767551
1.13.225	37.3939577	-122.1766068
1.13.226	37.3938463	-122.1764547
1.13.227	37.3937363	-122.1762976
1.13.228	37.3936261	-122.1761346
1.13.229	37.3935179	-122.1759675
1.13.230	37.3934118	-122.1757942
1.13.231	37.3933076	-122.1756138
1.13.232	37.3932076	-122.1754302
1.13.233	37.3931095	-122.1752399
1.13.234	37.3930173	-122.1750505
1.13.235	37.3929283	-122.1748569
1.13.236	37.3928420	-122.1746580
1.13.237	37.3927619	-122.1744606
1.13.238	37.3926849	-122.1742593
1.13.239	37.3926116	-122.1740519
1.13.240	37.3925433	-122.1738447
1.13.241	37.3924797	-122.1736371
1.13.242	37.3924190	-122.1734225
1.13.243	37.3923640	-122.1732113
1.13.244	37.3923129	-122.1729962
1.13.245	37.3922649	-122.1727761
1.13.246	37.3922232	-122.1725593
1.13.247	37.3921846	-122.1723401
1.13.248	37.3921506	-122.1721166
1.13.249	37.3921221	-122.1718978
1.13.250	37.3920980	-122.1716773
1.13.251	37.3920782	-122.1714534
1.13.252	37.3920624	-122.1712350
1.13.253	37.3920476	-122.1710125
1.13.254	37.3920339	-122.1707943
1.13.255	37.3920205	-122.1705790
1.13.256	37.3920064	-122.1703606
1.13.257	37.3919940	-122.1701489
1.13.258	37.3919817	-122.1699419
1.13.259	37.3919672	-122.1697048
1.13.260	37.3919568	-122.1694993
1.13.261	37.3919412	-122.1692552
1.13.262	37.3919232	-122.1690424
1.13.263	37.3918972	-122.1687897
1.13.264	37.3918721	-122.1685975
1.13.265	37.3918435	-122.1684062
1.13.266	37.3918122	-122.1682354
1.13.267	37.3917713	-122.1680339
end_lane
lane	1.14
num_waypoints	10
lane_width	12.0000
1.14.1	37.3882905	-122.1636532
1.14.2	37.3883377	-122.1636390
1.14.3	37.3883883	-122.1636252
1.14.4	37.3884414	-122.1636124
1.14.5	37.3884966	-122.1635997
1.14.6	37.3885536	-122.1635865
1.14.7	37.3886144	-122.1635725
1.14.8	37.3886789	-122.1635574
1.14.9	37.3887457	-122.1635426
1.14.10	37.3888178	-122.1635260
end_lane
lane	1.15
num_waypoints	15
lane_width	13.3202
left_boundary	solid_white
right_boundary	solid_white
exit	1.15.15	0.16.1
exit	1.15.15	0.22.1
exit	1.15.15	1.16.1
exit	1.15.15	1.22.1
1.15.1	37.4186910	-122.2225200
1.15.2	37.4187593	-122.2225781
1.15.3	37.4188348	-122.2226172
1.15.4	37.4189150	-122.2226374
1.15.5	37.4189981	-122.2226378
1.15.6	37.4190791	-122.2226178
1.15.7	37.4191561	-122.2225789
1.15.8	37.4192270	-122.2225216
1.15.9	37.4192871	-122.2224482
1.15.10	37.4193338	-122.2223607
1.15.11	37.4193662	-122.2222611
1.15.12	37.4193794	-122.2221565
1.15.13	37.4193742	-122.2220490
1.15.14	37.4193535	-122.2219532
1.15.15	37.4193235	-122.2218505
end_lane
lane	1.16
num_waypoints	13
lane_width	10.2362
left_boundary	solid_white
right_boundary	broken_white
exit	1.16.13	0.23.1
exit	1.16.13	1.23.1
1.16.1	37.4193002	-122.2216821
1.16.2	37.4192281	-122.2214826
1.16.3	37.4191820	-122.2213469
1.16.4	37.4191328	-122.2212094
1.16.5	37.4190835	-122.2210594
1.16.6	37.4190401	-122.2209049
1.16.7	37.4189965	-122.2207474
1.16.8	37.4189542	-122.2205904
1.16.9	37.4189141	-122.2204298
1.16.10	37.4188770	-122.2202653
1.16.11	37.4188421	-122.2201038
1.16.12	37.4188094	-122.2199430
1.16.13	37.4187790	-122.2197815
end_lane
lane	1.17
num_waypoints	258
lane_width	12.0000
left_boundary	broken_white
right_boundary	solid_white
exit	1.17.258	0.18.1
exit	1.17.258	1.18.1
1.17.1	37.4180173	-122.2146840
1.17.2	37.4179575	-122.2144950
1.17.3	37.4179019	-122.2143244
1.17.4	37.4178197	-122.2141106
1.17.5	37.4177356	-122.2138933
1.17.6	37.4176328	-122.2136418
1.17.7	37.4175320	-122.2134302
1.17.8	37.4174447	-122.2132563
1.17.9	37.4173586	-122.2130863
1.17.10	37.4172683	-122.2129229
1.17.11	37.4171778	-122.2127642
1.17.12	37.4170845	-122.2126064
1.17.13	37.4169862	-122.2124475
1.17.14	37.4168838	-122.2122927
1.17.15	37.4167800	-122.2121452
1.17.16	37.4166733	-122.2120002
1.17.17	37.4165596	-122.2118502
1.17.18	37.4164048	-122.2116600
1.17.19	37.4162874	-122.2115212
1.17.20	37.4161684	-122.2113869
1.17.21	37.4160443	-122.2112533
1.17.22	37.4159205	-122.2111240
1.17.23	37.4157963	-122.2109970
1.17.24	37.4156685	-122.2108653
1.17.25	37.4155443	-122.2107379
1.17.26	37.4154195	-122.2106101
1.17.27	37.4152555	-122.2104446
1.17.28	37.4151280	-122.2103139
1.17.29	37.4150016	-122.2101848
1.17.30	37.4148710	-122.2100515
1.17.31	37.4147449	-122.2099209
1.17.32	37.4146197	-122.2097877
1.17.33	37.4144913	-122.2096465
1.17.34	37.4143673	-122.2095047
1.17.35	37.4142454	-122.2093559
1.17.36	37.4141211	-122.2091965
1.17.37	37.4140414	-122.2090881
1.17.38	37.4139704	-122.2089918
1.17.39	37.4138551	-122.2088248
1.17.40	37.4137420	-122.2086532
1.17.41	37.4136287	-122.2084719
1.17.42	37.4135216	-122.2082921
1.17.43	37.4134181	-122.2081077
1.17.44	37.4133152	-122.2079137
1.17.45	37.4132190	-122.2077225
1.17.46	37.4131254	-122.2075265
1.17.47	37.4130345	-122.2073243
1.17.48	37.4129498	-122.2071235
1.17.49	37.4128690	-122.2069176
1.17.50	37.4127916	-122.2067055
1.17.51	37.4127199	-122.2064956
1.17.52	37.4126494	-122.2062792
1.17.53	37.4125815	-122.2060649
1.17.54	37.4125133	-122.2058504
1.17.55	37.4124449	-122.2056338
1.17.56	37.4123762	-122.2054189
1.17.57	37.4123083	-122.2052040
1.17.58	37.4122393	-122.2049878
1.17.59	37.4121712	-122.2047731
1.17.60	37.4121028	-122.2045586
1.17.61	37.4120332	-122.2043430
1.17.62	37.4119645	-122.2041289
1.17.63	37.4118960	-122.2039147
1.17.64	37.4118270	-122.2036992
1.17.65	37.4117585	-122.2034854
1.17.66	37.4116902	-122.2032715
1.17.67	37.4116214	-122.2030561
1.17.68	37.4115533	-122.2028423
1.17.69	37.4114845	-122.2026251
1.17.70	37.4114164	-122.2024129
1.17.71	37.4113481	-122.2021987
1.17.72	37.4112787	-122.2019812
1.17.73	37.4112109	-122.2017683
1.17.74	37.4111422	-122.2015538
1.17.75	37.4110725	-122.2013359
1.17.76	37.4110043	-122.2011224
1.17.77	37.4109352	-122.2009065
1.17.78	37.4108440	-122.2006306
1.17.79	37.4107743	-122.2004091
1.17.80	37.4106823	-122.2001216
1.17.81	37.4106108	-122.1998992
1.17.82	37.4105404	-122.1996799
1.17.83	37.4104711	-122.1994622
1.17.84	37.4104000	-122.1992397
1.17.85	37.4103529	-122.1990889
1.17.86	37.4103046	-122.1989382
1.17.87	37.4102343	-122.1987176
1.17.88	37.4101651	-122.1984989
1.17.89	37.4100960	-122.1982805
1.17.90	37.4100267	-122.1980608
1.17.91	37.4099592	-122.1978421
1.17.92	37.4098902	-122.1976243
1.17.93	37.4098194	-122.1974056
1.17.94	37.4097497	-122.1971886
1.17.95	37.4096805	-122.1969717
1.17.96	37.4096113	-122.1967536
1.17.97	37.4095426	-122.1965377
1.17.98	37.4094731	-122.1963191
1.17.99	37.4094051	-122.1961060
1.17.100	37.4093368	-122.1958919
1.17.101	37.4092669	-122.1956755
1.17.102	37.4091984	-122.1954644
1.17.103	37.4091300	-122.1952521
1.17.104	37.4090604	-122.1950368
1.17.105	37.4089918	-122.1948272
1.17.106	37.4089215	-122.1946166
1.17.107	37.4088544	-122.1944012
1.17.108	37.4087871	-122.1941918
1.17.109	37.4087202	-122.1939806
1.17.110	37.4086522	-122.1937667
1.17.111	37.4085864	-122.1935574
1.17.112	37.4085301	-122.1933747
1.17.113	37.4084787	-122.1932162
1.17.114	37.4084268	-122.1930596
1.17.115	37.4083798	-122.1929110
1.17.116	37.4083157	-122.1927131
1.17.117	37.4082604	-122.1925520
1.17.118	37.4082075	-122.1924038
1.17.119	37.4081592	-122.1922668
1.17.120	37.4080783	-122.1920549
1.17.121	37.4079953	-122.1918478
1.17.122	37.4079062	-122.1916419
1.17.123	37.4078147	-122.1914392
1.17.124	37.4077171	-122.1912379
1.17.125	37.4076151	-122.1910361
1.17.126	37.4075200	-122.1908537
1.17.127	37.4074219	-122.1906786
1.17.128	37.4073204	-122.1904955
1.17.129	37.4072251	-122.1903360
1.17.130	37.4071010	-122.1901438
1.17.131	37.4069938	-122.1899803
1.17.132	37.4068787	-122.1898211
1.17.133	37.4067649	-122.1896671
1.17.134	37.4066284	-122.1894812
1.17.135	37.4064922	-122.1893085
1.17.136	37.4063455	-122.1891372
1.17.137	37.4061998	-122.1889678
1.17.138	37.4060477	-122.1888024
1.17.139	37.4058935	-122.1886433
1.17.140	37.4057373	-122.1884897
